node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
10965 10966 582 4.1213 -9.1597 -18.5049 4.3315 -9.1738 -18.3704 0.0200 10.7757 10.3013 3 2 582  
27681 27787 1544 -2.0333 -0.4775 -38.3898 -2.1394 -0.2629 -38.3174 0.0200 10.7766 9.3517 3 2 1544  
20523 20524 1117 1.5120 1.3300 -29.1773 1.7088 1.2512 -29.0448 0.0200 10.7781 10.2989 3 2 1117  
16245 16246 877 3.4468 -9.6950 -27.6863 3.4991 -9.7464 -27.9254 0.0400 10.7782 16.1203 2 2 877  
9561 9562 508 -8.8654 -3.6641 -21.5629 -8.9320 -3.7077 -21.7999 0.0400 10.7784 17.6667 2 2 508  
19361 19362 1053 -3.1607 1.5867 -31.6981 -3.0691 1.6459 -31.9230 0.0400 10.7787 15.3215 2 2 1053  
8661 8662 456 -2.8269 -7.9923 -19.3826 -2.7452 -8.0412 -19.6137 0.0200 10.7789 10.2981 3 2 456  
3772 3773 192 6.0579 -4.0913 -10.6768 5.9773 -4.3203 -10.6169 0.0200 10.7802 13.2434 3 2 192  
23264 23265 1278 0.0521 -10.3505 -28.5021 -0.0496 -10.5780 -28.5222 0.0400 10.7804 14.2278 2 2 1278  
1394 1395 65 5.8085 -1.6382 -14.0014 5.6685 -1.4678 -14.1191 0.0200 10.7805 10.7141 3 2 65  
34240 34241 1959 -1.0980 -3.3026 -47.4487 -1.2384 -3.1379 -47.5738 0.0400 10.7808 10.1142 2 2 1959  
8678 8679 457 -3.4275 -9.0021 -18.3464 -3.5888 -9.1831 -18.2852 0.0200 10.7809 9.7770 3 2 457  
18853 18854 1024 -0.3102 -5.2647 -32.5917 -0.4023 -5.1978 -32.7562 0.0400 10.7809 15.4558 2 2 1024  
23863 23864 1310 1.4901 -5.7779 -34.2216 1.4231 -5.9977 -34.3201 0.0200 10.7814 9.7765 3 2 1310  
17941 17942 970 -0.2369 0.5610 -27.7494 -0.2516 0.6122 -27.9937 0.0200 10.7833 11.8413 3 2 970  
4497 4498 231 3.3763 2.3178 -17.5508 3.3789 2.5624 -17.6025 0.0200 10.7837 10.1080 3 2 231  
2055 2056 101 -2.1549 -4.3544 -13.0768 -1.9909 -4.5116 -12.9725 0.0200 10.7855 9.4779 3 2 101  
42714 42715 2679 0.8500 11.1835 -9.3182 0.8271 11.2296 -9.5629 0.0400 10.7859 12.0879 2 2 2679  
28163 28164 1567 -2.8641 -1.1122 -38.4898 -2.8461 -0.9750 -38.6980 0.0200 10.7868 9.6195 3 2 1567  
28183 28184 1568 -2.7832 -1.3997 -38.3795 -2.6325 -1.5054 -38.5487 0.0200 10.7868 9.6195 3 2 1568  
23415 23416 1284 1.1936 -7.8639 -28.7189 1.2723 -7.9423 -28.4949 0.0200 10.7879 9.4755 3 2 1284  
24288 24289 1335 -4.1351 -2.2875 -29.3654 -4.0645 -2.1230 -29.1909 0.0200 10.7885 10.4886 3 2 1335  
29317 29318 1641 0.3860 -0.6493 -42.4455 0.4950 -0.6555 -42.6704 0.0400 10.7890 12.2299 2 2 1641  
28569 28570 1592 1.7126 -1.4293 -36.9806 1.9054 -1.5208 -36.8505 0.0200 10.7892 9.4742 3 2 1592  
28589 28590 1593 1.5330 -1.0673 -37.1802 1.4365 -0.8426 -37.2322 0.0200 10.7892 9.4742 3 2 1593  
10815 10816 574 4.2670 -6.1756 -15.1802 4.3009 -6.1540 -14.9334 0.0200 10.7898 13.9530 3 2 574  
17883 17884 967 -0.5952 2.8776 -22.7343 -0.5406 2.9632 -22.5059 0.0200 10.7906 12.6751 3 2 967  
17903 17904 968 -2.4771 2.4988 -24.5523 -2.5127 2.6439 -24.7528 0.0200 10.7906 12.6751 3 2 968  
6919 6920 362 -0.1379 4.4749 -19.1996 -0.3117 4.6244 -19.1001 0.0200 10.7907 9.6156 3 2 362  
29707 29708 1665 -5.0171 -4.3295 -41.1480 -5.1306 -4.3722 -41.3666 0.0400 10.7910 12.0829 2 2 1665  
19009 19010 1030 2.3606 -6.2063 -28.1026 2.5897 -6.2594 -28.0178 0.0200 10.7910 10.7036 3 2 1030  
15868 15869 853 -5.1658 -2.3029 -26.4527 -5.1774 -2.1953 -26.6781 0.0200 10.7912 11.4995 3 2 853  
23718 23881 1311 1.8273 -5.1248 -34.6520 1.6143 -5.1981 -34.7605 0.0200 10.7918 9.3365 3 2 1311  
24761 24762 1363 3.0530 -3.4669 -34.4318 3.0200 -3.3961 -34.6693 0.0200 10.7921 9.9272 3 2 1363  
22947 22948 1257 -0.8525 -0.3145 -33.6730 -0.6148 -0.2467 -33.7105 0.0200 10.7922 9.6141 3 2 1257  
18531 18532 1003 -1.3481 3.4764 -26.0084 -1.1433 3.5190 -25.8715 0.0200 10.7923 9.9269 3 2 1003  
15399 15400 827 2.9405 -2.7137 -26.6749 2.8890 -2.9548 -26.7164 0.0200 10.7923 9.7655 3 2 827  
13205 13206 705 2.1473 -7.8212 -21.5671 2.0591 -7.6241 -21.6932 0.0200 10.7923 10.2846 3 2 705  
22912 22913 1255 -0.1025 -0.1922 -32.9011 0.0822 -0.0541 -32.9976 0.0200 10.7925 10.4846 3 2 1255  
781 782 32 -3.7312 -2.0627 -14.7271 -3.8047 -2.2904 -14.7995 0.0200 10.7929 10.2841 3 2 32  
27749 27750 1542 -1.2604 -0.7578 -37.6285 -1.0160 -0.7854 -37.5837 0.0200 10.7937 9.7642 3 2 1542  
27769 27770 1543 -1.8013 -0.1123 -37.9921 -1.7888 0.1099 -38.1060 0.0200 10.7937 9.7642 3 2 1543  
26079 26080 1441 2.0069 -2.9521 -35.8491 2.1728 -3.1071 -35.9536 0.0200 10.7946 9.9246 3 2 1441  
30092 30093 1689 -1.8565 -0.7990 -42.9753 -1.9491 -0.7524 -43.1463 0.0400 10.7946 11.9352 2 2 1689  
12047 12048 641 -3.8028 -1.1241 -23.4790 -3.7392 -0.9678 -23.6635 0.0200 10.7949 11.4958 3 2 641  
10279 10280 545 -0.3676 -2.1009 -18.6429 -0.1802 -2.2609 -18.6853 0.0200 10.7956 13.2280 3 2 545  
22319 22320 1223 -4.5602 -1.8226 -34.5118 -4.4859 -1.8704 -34.6912 0.0400 10.7957 14.5044 2 2 1223  
32279 32280 1829 2.4183 -2.3348 -43.5532 2.5939 -2.1582 -43.5743 0.0400 10.7960 11.0362 2 2 1829  
2515 2516 125 -1.9307 -0.9196 -13.0011 -1.9889 -0.7435 -13.1688 0.0200 10.7960 13.9468 3 2 125  
2663 2664 133 0.3829 -4.0814 -16.8578 0.3491 -4.3277 -16.8319 0.0200 10.7964 9.9228 3 2 133  
12591 12592 671 -1.6580 -1.0243 -22.8210 -1.4570 -0.8758 -22.8117 0.0200 10.7964 11.8281 3 2 671  
25601 25602 1413 -0.3987 -5.3027 -35.3432 -0.1877 -5.3089 -35.4771 0.0200 10.7981 10.4790 3 2 1413  
25621 25622 1414 -2.5582 -6.1496 -32.9712 -2.7426 -6.2846 -32.8698 0.0200 10.7981 10.4790 3 2 1414  
226 35695 2061 -0.1359 -3.8170 -49.8121 0.0772 -3.9279 -49.8815 0.0400 10.7981 9.3273 2 2 2061  
10892 10893 578 1.3821 -9.2870 -15.7600 1.1434 -9.3584 -15.7800 0.0200 10.7987 12.2112 3 2 578  
10408 10409 552 -3.7491 -0.0523 -22.2131 -3.9246 0.1151 -22.2737 0.0200 10.7988 9.9204 3 2 552  
1851 1852 90 3.9263 -4.4685 -9.1553 4.1128 -4.5167 -8.9959 0.0200 10.7988 14.9576 3 2 90  
28906 28974 1617 -1.5392 -2.2288 -40.1940 -1.4815 -1.9880 -40.2282 0.0200 10.7999 9.3284 3 2 1617  
28906 28994 1618 -1.5392 -2.2288 -40.1940 -1.6455 -2.4440 -40.2640 0.0200 10.7999 9.3284 3 2 1618  
12663 12664 675 -3.9023 -3.4619 -24.3913 -4.0696 -3.3200 -24.5111 0.0200 10.8010 9.9182 3 2 675  
6113 6114 319 -4.1327 -1.5543 -6.2031 -4.1902 -1.4280 -5.9951 0.0200 10.8015 14.9550 3 2 319  
235 236 1 0.1951 -3.8251 -51.7117 0.2354 -3.8594 -51.9561 0.2000 10.8015 20.0000 1 2 1  
8054 8055 423 -3.1303 0.1520 -19.8808 -3.3334 0.0069 -19.8932 0.0200 10.8020 10.9308 3 2 423  
6302 6303 329 -5.8941 -3.9009 -16.3141 -5.6948 -4.0466 -16.3535 0.0200 10.8025 10.2745 3 2 329  
22795 22796 1251 -1.2081 0.2380 -36.5685 -1.1745 0.2224 -36.8157 0.0400 10.8035 14.3664 2 2 1251  
23398 23399 1283 1.2834 -7.7058 -30.0107 1.2227 -7.8386 -30.2136 0.0200 10.8036 9.9156 3 2 1283  
2646 2647 132 -0.0889 -1.8718 -16.6395 -0.1426 -1.6303 -16.6760 0.0200 10.8042 10.4729 3 2 132  
10873 10874 577 4.5530 -4.4613 -18.5526 4.7563 -4.3430 -18.6373 0.0200 10.8045 12.6612 3 2 577  
22472 22473 1229 -5.2579 -2.1516 -31.6697 -5.4946 -2.1887 -31.7410 0.0200 10.8058 9.7521 3 2 1229  
16345 16346 880 0.7454 -7.2473 -24.0347 0.7583 -7.3649 -24.2549 0.0200 10.8059 12.6598 3 2 880  
34542 34543 1980 -0.0203 -5.0900 -48.1260 0.0298 -5.3153 -48.2222 0.0400 10.8064 9.9582 2 2 1980  
18842 19062 1033 0.4225 -5.7375 -30.2367 0.3648 -5.5092 -30.3206 0.0200 10.8066 9.3216 3 2 1033  
5410 5411 283 -3.3653 -1.8410 -21.4714 -3.3276 -1.8740 -21.6651 0.0400 10.8073 18.5388 2 2 283  
18548 18549 1004 -2.5607 3.7976 -26.8048 -2.7066 3.8267 -27.0057 0.0200 10.8079 9.4555 3 2 1004  
1428 1429 67 7.9685 -3.2411 -14.0178 8.0350 -3.4711 -13.9459 0.0200 10.8080 9.5983 3 2 67  
44105 44106 3 2.3087 0.9491 -3.0378 2.5359 1.0529 -3.0483 0.0600 10.8086 10.0000 4 2 3  
14766 14767 792 2.2008 -1.1895 -21.8071 2.3652 -1.3645 -21.7376 0.0200 10.8090 12.2009 3 2 792  
10373 10374 550 -1.2243 -1.5577 -20.1241 -1.0878 -1.7670 -20.1142 0.0200 10.8098 10.9231 3 2 550  
6191 6192 323 -6.5247 0.3776 -12.1233 -6.6424 0.5957 -12.1564 0.0200 10.8104 13.2132 3 2 323  
13529 13530 726 -1.6010 1.6143 -28.4106 -1.5367 1.5494 -28.6433 0.0400 10.8105 16.7728 2 2 726  
21488 21489 1172 2.7403 -3.3078 -31.2154 2.6203 -3.3798 -31.4226 0.0200 10.8105 10.4665 3 2 1172  
27330 27331 1517 -4.0363 -1.2008 -37.1956 -4.2713 -1.1298 -37.2427 0.0200 10.8109 9.9083 3 2 1517  
27350 27351 1518 -2.2796 -1.5053 -37.5858 -2.0784 -1.6064 -37.6943 0.0200 10.8109 9.9083 3 2 1518  
32622 32623 1851 2.0316 -5.7033 -45.1815 2.2312 -5.7373 -45.3281 0.0400 10.8114 10.8842 2 2 1851  
1948 1949 95 -1.4784 -3.6822 -9.9922 -1.6934 -3.7772 -9.9069 0.0200 10.8130 12.6527 3 2 95  
5680 5681 295 -2.2646 0.3780 -17.0529 -2.1441 0.4982 -16.8698 0.0200 10.8140 10.9189 3 2 295  
9229 9230 487 -7.3676 -6.1367 -17.2055 -7.4899 -6.2630 -17.3833 0.0200 10.8143 10.6803 3 2 487  
16420 16421 884 4.6062 -6.9528 -24.7304 4.8544 -6.9821 -24.7282 0.0200 10.8148 10.9180 3 2 884  
21936 21937 1198 -1.9893 1.0077 -31.4230 -1.9678 1.1211 -31.6448 0.0200 10.8149 11.1813 3 2 1198  
5399 5732 298 -3.4201 -1.3481 -18.9293 -3.4005 -1.5928 -18.9766 0.0200 10.8156 9.3126 3 2 298  
4406 4407 226 6.2254 2.9341 -11.9646 6.1673 3.0692 -11.7624 0.0200 10.8158 12.6499 3 2 226  
15346 15347 824 4.0274 -4.3934 -24.4555 4.1428 -4.6078 -24.3985 0.0200 10.8158 11.1804 3 2 824  
23324 23325 1279 -0.0610 -6.0474 -27.7009 -0.2338 -6.1047 -27.5296 0.0200 10.8165 11.1798 3 2 1279  
23344 23345 1280 3.3834 -5.3145 -28.4238 3.5932 -5.3677 -28.5489 0.0200 10.8165 11.1798 3 2 1280  
16383 16384 882 3.1078 -6.6287 -25.5185 3.0625 -6.7378 -25.7388 0.0200 10.8165 11.8081 3 2 882  
6867 6868 359 -1.3000 3.2495 -17.9243 -1.5291 3.2765 -17.8279 0.0200 10.8167 11.1796 3 2 359  
11287 11288 602 8.5797 -3.1427 -22.9544 8.6455 -3.2103 -23.1859 0.0400 10.8171 17.2863 2 2 602  
8089 8090 425 -1.4255 0.3080 -20.5415 -1.5397 0.0988 -20.4660 0.0200 10.8172 9.9020 3 2 425  
18031 18032 975 -1.9703 3.7845 -26.7313 -1.9126 4.0057 -26.6299 0.0200 10.8174 9.5889 3 2 975  
6319 6320 330 -6.9905 -2.3959 -16.0535 -7.1459 -2.2029 -16.0200 0.0200 10.8185 9.7393 3 2 330  
18340 18341 995 -2.7075 6.1394 -28.1013 -2.7596 6.3305 -28.2538 0.0400 10.8190 15.5897 2 2 995  
16438 16439 885 1.3761 -8.8094 -24.2361 1.1616 -8.8976 -24.1426 0.0200 10.8195 10.4575 3 2 885  
15772 15773 848 -0.5714 -0.7305 -23.5791 -0.4700 -0.5025 -23.5943 0.0200 10.8198 13.2038 3 2 848  
15792 15793 849 -2.7474 0.1334 -20.3382 -2.6001 0.3144 -20.2484 0.0200 10.8198 13.2038 3 2 849  
9211 9212 486 -7.3964 -3.2915 -16.8951 -7.3663 -3.0446 -16.9204 0.0200 10.8209 11.1754 3 2 486  
7211 7212 380 1.0717 -8.1196 -19.7876 1.0632 -8.1310 -20.0372 0.0400 10.8210 18.1676 2 2 380  
456 457 17 -2.8233 -0.9813 -17.6383 -2.7778 -0.9960 -17.8837 0.0400 10.8219 19.5103 2 2 17  
21837 21838 1195 -3.1806 -1.9140 -35.5068 -3.1898 -1.8851 -35.7550 0.0400 10.8223 14.6419 2 2 1195  
6885 6886 360 -0.4686 2.4936 -19.4451 -0.6056 2.3622 -19.6078 0.0200 10.8227 10.6718 3 2 360  
14857 14858 797 -0.8456 -0.8704 -26.9747 -1.0110 -1.0155 -27.0934 0.0200 10.8232 9.8960 3 2 797  
19027 19028 1031 1.8131 -5.8848 -29.1696 2.0546 -5.8525 -29.1138 0.0200 10.8234 10.2535 3 2 1031  
22007 22008 1202 -2.1586 -1.5336 -33.0492 -2.0924 -1.7675 -33.1077 0.0200 10.8239 9.4395 3 2 1202  
24306 24307 1336 -5.5086 -3.7833 -31.4312 -5.6045 -3.9739 -31.5616 0.0200 10.8244 10.0673 3 2 1336  
15711 15712 847 -5.7623 -3.9708 -29.4162 -5.7931 -3.9586 -29.6640 0.0400 10.8247 16.2518 2 2 847  
25639 25640 1415 -0.8942 -6.4892 -33.6679 -0.7843 -6.5944 -33.4695 0.0200 10.8252 10.0665 3 2 1415  
11518 11519 612 8.5242 -0.8867 -19.6394 8.7156 -0.7264 -19.6265 0.0200 10.8255 10.6691 3 2 612  
41982 41983 2632 -0.1741 4.7311 -9.3196 -0.2940 4.5765 -9.4752 0.0200 10.8258 9.5804 3 2 2632  
41947 41948 2630 -0.3080 6.4117 -7.1076 -0.4029 6.6365 -7.0533 0.0200 10.8261 10.4509 3 2 2630  
22308 22490 1230 -4.6439 -1.9483 -31.9908 -4.6648 -1.7029 -32.0339 0.0200 10.8262 9.3021 3 2 1230  
6248 6249 326 -5.2272 -0.7156 -14.8882 -5.2771 -0.4716 -14.9101 0.0200 10.8262 11.7983 3 2 326  
20487 20488 1115 -0.8373 2.6443 -28.7840 -0.9351 2.8709 -28.7443 0.0200 10.8269 11.1693 3 2 1115  
22894 22895 1254 -1.8367 -2.7321 -33.1935 -1.7762 -2.8597 -33.3998 0.0200 10.8270 10.9058 3 2 1254  
5123 5124 265 5.8594 -3.8851 -17.8933 6.0771 -3.8175 -17.9959 0.0200 10.8279 9.4355 3 2 265  
32958 32959 1873 -1.7485 -5.7942 -45.8506 -1.9049 -5.8916 -46.0195 0.0400 10.8284 10.7315 2 2 1873  
30473 30474 1713 -5.0286 -3.9662 -41.8538 -5.2655 -3.9160 -41.9158 0.0400 10.8284 11.7869 2 2 1713  
15382 15383 826 2.0631 -1.1785 -26.0037 1.8756 -1.0207 -26.0533 0.0200 10.8285 10.2485 3 2 826  
12975 12976 695 3.4971 -10.0281 -24.0574 3.4995 -10.0630 -24.2544 0.0400 10.8286 16.9018 2 2 695  
21990 21991 1201 -1.6481 -0.3857 -32.4757 -1.6172 -0.1376 -32.4764 0.0200 10.8296 9.8896 3 2 1201  
21523 21524 1174 4.7825 -2.7951 -31.0241 4.8301 -3.0065 -31.1488 0.0200 10.8298 9.5765 3 2 1174  
3829 3830 195 7.4943 -2.8382 -13.4753 7.3190 -3.0021 -13.4053 0.0200 10.8306 11.7940 3 2 195  
18014 18015 974 -3.0405 3.0130 -26.3390 -3.2724 3.0724 -26.4109 0.0200 10.8314 10.0603 3 2 974  
24250 24251 1333 -3.5918 -3.6213 -33.0555 -3.6324 -3.6496 -33.3006 0.0200 10.8317 10.9011 3 2 1333  
24270 24271 1334 -4.1290 -4.2049 -32.8802 -4.2177 -4.3379 -33.0724 0.0200 10.8317 10.9011 3 2 1334  
4462 4463 229 5.4789 1.1179 -17.6082 5.6039 1.1009 -17.8240 0.0200 10.8320 11.1642 3 2 229  
9097 9098 480 -2.8531 -4.0356 -16.8100 -2.8190 -3.9755 -17.0503 0.0200 10.8321 13.9107 3 2 480  
4958 4959 256 1.5246 -5.1951 -12.7431 1.3121 -5.2562 -12.8599 0.0200 10.8334 13.9094 3 2 256  
34841 34842 2001 0.1992 -4.4067 -48.5099 0.3864 -4.4618 -48.6661 0.0400 10.8336 9.8015 2 2 2001  
14747 14748 791 -3.5429 0.4168 -22.9776 -3.7875 0.4615 -22.9517 0.0200 10.8343 12.6314 3 2 791  
22380 22381 1224 -4.2894 -4.6120 -29.0535 -4.3704 -4.8395 -29.1186 0.0200 10.8344 11.4564 3 2 1224  
22400 22401 1225 -4.0165 -0.3428 -30.4552 -3.9402 -0.1666 -30.6152 0.0200 10.8344 11.4564 3 2 1225  
41232 41233 2 3.2954 19.0727 -9.1256 3.2802 19.2885 -9.2509 0.0600 10.8346 17.0000 4 2 2  
30846 30847 1737 2.5235 -1.6555 -42.0796 2.7093 -1.5136 -42.1682 0.0400 10.8352 11.6380 2 2 1737  
21470 21471 1171 5.2070 -2.3642 -29.4151 5.4184 -2.2503 -29.3454 0.0200 10.8359 10.8970 3 2 1171  
20962 20963 1142 1.2984 -6.7356 -27.2866 1.5369 -6.7820 -27.2277 0.0200 10.8360 11.4547 3 2 1142  
17510 17511 946 0.6371 -6.1705 -29.0613 0.8177 -6.2597 -29.2094 0.0200 10.8361 9.7218 3 2 946  
12628 12629 673 -3.7389 -5.6813 -22.5043 -3.6954 -5.9259 -22.4762 0.0200 10.8367 10.8962 3 2 673  
6811 6812 356 3.6444 3.1163 -17.6040 3.7485 3.1830 -17.8214 0.0200 10.8367 12.6290 3 2 356  
41830 41831 2626 1.1121 6.1102 -11.6209 1.2311 6.1644 -11.8340 0.0400 10.8371 14.3327 2 2 2626  
15171 15172 817 3.0227 -1.9587 -29.7308 2.9968 -2.0083 -29.9228 0.0400 10.8372 16.3827 2 2 817  
22930 22931 1256 -1.0064 -1.5208 -33.7616 -0.9532 -1.7267 -33.8932 0.0200 10.8376 10.0541 3 2 1256  
43415 43416 2725 3.0953 16.0574 -7.0523 3.2641 16.2154 -6.9571 0.0400 10.8384 9.4132 2 2 2725  
41449 41450 2601 -5.4368 2.1440 -4.3214 -5.3759 2.1655 -4.5629 0.0200 10.8394 11.4513 3 2 2601  
798 799 33 -3.4253 -0.2719 -14.8256 -3.5528 -0.0627 -14.8757 0.0200 10.8395 9.7183 3 2 33  
26906 26907 1491 2.0357 -1.9191 -35.1585 2.1528 -1.7062 -35.2174 0.0200 10.8399 10.0518 3 2 1491  
26926 26927 1492 1.7755 -2.5471 -36.4806 1.9074 -2.5178 -36.6910 0.0200 10.8399 10.0518 3 2 1492  
8607 8608 453 -3.4820 -4.1949 -18.0461 -3.5370 -3.9872 -18.1738 0.0200 10.8408 11.7838 3 2 453  
17475 17476 944 -0.3370 -5.2335 -29.0893 -0.3504 -5.1925 -29.3356 0.0200 10.8409 10.6537 3 2 944  
14181 14182 760 -4.8302 -0.5290 -22.8323 -5.0253 -0.4557 -22.9704 0.0200 10.8409 13.1827 3 2 760  
10716 10717 571 2.7977 -10.7342 -22.0255 2.8463 -10.8257 -22.1966 0.0400 10.8410 17.4135 2 2 571  
20022 20023 1088 -3.7976 -2.5119 -30.5153 -3.9797 -2.3489 -30.4626 0.0200 10.8428 10.4343 3 2 1088  
4425 4426 227 6.3704 3.4118 -15.3531 6.6124 3.4726 -15.3678 0.0200 10.8430 12.1670 3 2 227  
31213 31214 1760 2.8740 -1.5453 -42.0310 3.0240 -1.4431 -42.1150 0.0400 10.8436 11.4885 2 2 1760  
11500 11501 611 8.9732 -1.7786 -18.3644 9.1878 -1.8975 -18.3164 0.0200 10.8442 11.1520 3 2 611  
3577 3578 184 10.0483 -0.6551 -16.8225 10.0321 -0.6427 -17.0717 0.0400 10.8448 18.9062 2 2 184  
21034 21035 1146 -1.0948 -7.5167 -30.5118 -1.0731 -7.4719 -30.7568 0.0200 10.8449 9.7129 3 2 1146  
8979 8980 476 -6.7277 -4.3293 -20.6845 -6.7610 -4.3540 -20.9310 0.0400 10.8449 17.7926 2 2 476  
9829 9830 520 -7.9399 -3.4971 -17.7281 -8.0910 -3.5042 -17.5291 0.0200 10.8450 10.0467 3 2 520  
12101 12102 644 -5.0350 -2.9689 -23.0824 -5.2110 -3.0841 -22.9474 0.0200 10.8453 10.0464 3 2 644  
3249 3250 164 -5.9042 3.5169 -13.5950 -6.0406 3.6886 -13.4749 0.0200 10.8460 10.8868 3 2 164  
12964 13240 707 3.1275 -9.2998 -21.6810 3.0619 -9.5385 -21.6462 0.0200 10.8463 9.2819 3 2 707  
33290 33291 1895 -1.2077 -6.0111 -46.2847 -1.2571 -6.1750 -46.4668 0.0400 10.8469 10.5782 2 2 1895  
3883 3884 198 8.0608 -0.4495 -13.0184 7.8966 -0.3802 -12.8431 0.0200 10.8469 10.2300 3 2 198  
20863 20864 1139 -0.1676 -8.6815 -32.6604 -0.1806 -8.6309 -32.8534 0.0400 10.8476 14.9152 2 2 1139  
2039 2040 100 -2.9945 -3.4927 -13.2277 -3.2132 -3.5003 -13.3487 0.0200 10.8480 10.0437 3 2 100  
4514 4515 232 3.1849 0.9685 -17.5958 2.9665 0.8470 -17.5996 0.0200 10.8484 9.5579 3 2 232  
10391 10392 551 -4.5717 -0.8656 -22.0445 -4.8015 -0.8382 -22.1389 0.0200 10.8490 10.4281 3 2 551  
14257 14258 764 -4.4369 -3.4965 -22.6694 -4.4855 -3.7081 -22.5453 0.0200 10.8498 11.4409 3 2 764  
21352 21353 1167 6.3650 -1.5774 -33.0906 6.4595 -1.5663 -33.3217 0.0400 10.8507 14.7788 2 2 1167  
19480 19481 1057 -1.4257 -1.4212 -27.8742 -1.2540 -1.5612 -27.9900 0.0200 10.8511 11.4396 3 2 1057  
4480 4481 230 2.3633 0.7476 -17.0764 2.1704 0.6132 -17.1615 0.0200 10.8514 10.6431 3 2 230  
1967 1968 96 -0.0559 -2.6066 -15.0160 -0.0787 -2.6494 -15.2613 0.0200 10.8523 12.1577 3 2 96  
6830 6831 357 3.9431 2.4931 -15.1729 4.0376 2.4388 -14.9479 0.0200 10.8524 12.1575 3 2 357  
18991 18992 1029 -0.5371 -3.6502 -27.2923 -0.5764 -3.4148 -27.2180 0.0200 10.8527 11.1436 3 2 1029  
1715 1716 85 -1.9232 -4.6422 -15.7920 -1.9055 -4.6262 -16.0408 0.0400 10.8528 19.2699 2 2 85  
12680 12681 676 -3.8719 -4.4463 -24.5158 -3.8264 -4.6338 -24.6748 0.0200 10.8529 9.4105 3 2 676  
8072 8073 424 0.4724 1.0121 -19.8992 0.7183 1.0067 -19.8541 0.0200 10.8540 10.4231 3 2 424  
4309 4310 221 2.3437 1.6840 -14.0178 2.2823 1.8548 -14.1897 0.0200 10.8541 14.9024 3 2 221  
1358 1359 63 5.9132 -4.3252 -10.3679 5.8259 -4.3755 -10.1391 0.0200 10.8542 11.7704 3 2 63  
10705 11000 584 2.7102 -9.7582 -19.6491 2.6886 -9.9727 -19.5226 0.0200 10.8557 9.2725 3 2 584  
13742 13743 735 -2.6360 0.0345 -25.5334 -2.7141 -0.0733 -25.7450 0.0200 10.8561 10.6385 3 2 735  
5715 5716 297 -4.2510 -1.7441 -18.6141 -4.4598 -1.8731 -18.6619 0.0200 10.8566 9.8626 3 2 297  
15160 15417 828 3.2388 -2.0805 -27.1742 3.1948 -2.3058 -27.2732 0.0200 10.8577 9.2705 3 2 828  
8550 8551 450 -0.6138 -9.0555 -15.7533 -0.6476 -9.2812 -15.8554 0.0200 10.8579 13.1657 3 2 450  
20004 20005 1087 -0.4090 -3.4604 -29.3711 -0.2520 -3.5941 -29.2297 0.0200 10.8586 10.8743 3 2 1087  
17822 17823 966 -3.3719 5.4458 -28.6814 -3.4530 5.6207 -28.8406 0.0400 10.8592 15.7231 2 2 966  
13132 13133 701 0.2633 -6.0174 -21.1667 0.1807 -5.8401 -21.3223 0.0200 10.8604 12.1495 3 2 701  
41929 41930 2629 0.2586 6.9313 -7.6482 0.0887 7.1139 -7.6654 0.0200 10.8607 10.8722 3 2 2629  
35133 35134 2021 -0.8331 -3.2186 -48.6401 -0.9277 -2.9877 -48.6555 0.0400 10.8623 9.6441 2 2 2021  
14874 14875 798 -0.2937 -0.6903 -27.1075 -0.4284 -0.8879 -27.0349 0.0200 10.8624 9.4010 3 2 798  
236 237 1 0.2354 -3.8594 -51.9561 0.3192 -3.9026 -52.1876 0.2000 10.8630 20.0000 1 2 1  
14785 14786 793 1.0617 1.7588 -24.8379 1.0690 1.8965 -25.0464 0.0200 10.8636 11.7609 3 2 793  
12646 12647 674 -4.5506 -4.7299 -22.8535 -4.6178 -4.9707 -22.8500 0.0200 10.8638 10.4132 3 2 674  
10425 10426 553 -2.6611 -0.5909 -22.6755 -2.4451 -0.4660 -22.6604 0.0200 10.8641 9.3993 3 2 553  
5662 5663 294 -1.4415 0.5335 -16.7957 -1.2947 0.7110 -16.8928 0.0200 10.8641 11.4266 3 2 294  
8036 8037 422 -0.8616 -1.3351 -19.9948 -0.8964 -1.5318 -20.1451 0.0200 10.8649 11.4258 3 2 422  
16985 16986 916 3.9851 -2.2695 -27.9475 4.0131 -2.2085 -28.1883 0.0200 10.8650 9.8542 3 2 916  
7497 7498 393 1.9799 -8.2417 -16.3111 2.1997 -8.1316 -16.2653 0.0200 10.8651 10.0266 3 2 393  
21506 21507 1173 4.3127 -1.2156 -30.3311 4.2923 -0.9672 -30.3513 0.0200 10.8652 10.0265 3 2 1173  
14311 14312 767 -2.8567 -3.0994 -26.5096 -2.8199 -3.0915 -26.7568 0.0200 10.8657 10.0260 3 2 767  
17301 17302 937 1.5250 -6.1196 -31.5912 1.6686 -6.1428 -31.7285 0.0400 10.8662 15.8560 2 2 937  
23828 23829 1308 2.1106 -2.8886 -32.3639 2.0231 -2.7319 -32.1898 0.0200 10.8664 10.6282 3 2 1308  
33615 33616 1917 1.2461 -5.8176 -46.7612 1.3377 -5.9647 -46.9415 0.0400 10.8670 10.4242 2 2 1917  
2004 2005 98 -1.5290 -4.7533 -10.9204 -1.4839 -4.9968 -10.8860 0.0200 10.8674 11.1289 3 2 98  
